866270	924870	892710	765350	757680	835370	687550	767770	716970	805940	776600	740620	783690	817780	742450	835950	825810	947090	793170	820950	789820	819990	778960	824080
720820	707090	763260	755680	772420	765190	800990	741880	683060	772140	747090	822610	793330	455700	754850	268800	760730	195160	713060	240240	825750	192660	731050	741540
900930	829730	828090	826850	772170	774270	745300	832640	657000	722340	750300	866700	774750	865820	763240	925920	919580	527960	786960	38370	760150	63530	758410	792570
860700	734780	786420	725040	781350	710110	742490	755890	763490	791980	752290	729800	770540	820660	741530	758470	731600	834280	719250	871360	902390	798320	748050	825780
812430	857180	829350	821440	814530	817000	614890	797710	730940	740930	852230	788550	826700	848990	790850	850970	870950	809310	745400	619480	706280	612800	1007760	825160
876530	838420	793940	668350	827470	789900	856790	743710	848230	739380	906210	709840	825690	729250	771340	753820	864850	658150	760730	592330	741120	660410	775700	757450
864640	865020	819130	868930	749620	858750	845330	814210	758310	832360	768890	896890	825720	748240	791960	870550	827390	687320	775660	277530	858070	60030	782180	876460
797420	763810	797370	837950	753110	776510	766050	835860	775520	821590	775860	813000	790680	833600	874390	835950	646580	657520	754730	619840	844670	318360	869010	783190
917040	826300	841450	814620	902810	876280	784350	844540	792750	703130	827890	507770	771900	378660	830680	230710	822490	219730	837380	237400	813640	221120	879370	992700
800250	797460	854240	757170	821760	750310	842070	758450	862570	804880	829190	867750	884620	871050	762410	858690	885400	570500	869590	41430	830600	75740	856460	965350
838020	847320	738090	705080	747230	765680	746510	797590	760810	972240	775870	874410	801980	823230	788520	915850	962110	974930	873410	943400	758120	1011350	860990	805090
726570	773870	783470	752300	769060	716350	732410	769430	717120	750440	733950	1128890	998540	908780	1277710	1136370	773270	804120	819840	879780	1006320	856490	841600	809720
811090	869650	757990	870670	862150	960770	743560	939710	784270	852410	751700	888500	855810	864350	808210	825100	770810	966790	797850	865910	774560	811790	822900	891550
822750	795670	767110	715230	774030	791130	769810	815210	695910	722170	789500	824510	717260	701950	840040	798310	792470	570810	806230	267200	804170	15780	823970	879840
792240	868470	739910	847520	725030	868950	809570	853580	804090	796300	782410	850610	873040	858090	809830	855450	823550	676370	834290	431000	807720	223680	848590	793240
757920	754090	797200	731720	766250	710360	739870	776030	858720	807770	815960	758310	812700	806890	831560	804170	777340	810680	797080	747100	806290	819670	853570	852270
