770190	777340	687320	740850	668800	723760	792550	763770	735900	725320	719830	742980	791480	751480	830710	747440	761970	849890	742680	717430	840040	778460	752970	742710
729850	720250	777740	711370	733620	756260	762100	767090	776420	755660	741920	835440	761500	418940	794620	242290	842170	167060	732830	172470	731020	170710	704770	718990
769350	784600	784630	705410	1012810	720140	886930	848170	722690	852540	1079420	814660	778730	937840	719370	967980	768160	568570	719350	37680	703490	53510	684040	779820
797420	710240	796120	796100	740330	671130	838680	752940	797670	778580	811000	744640	796520	745680	822060	721950	732990	737200	760870	937830	769320	774130	671940	752380
773180	778890	748930	853250	741580	820780	738490	867720	776020	803810	792130	827170	795420	815910	839710	790440	886510	996110	733600	836980	758500	801290	798800	797320
832550	767920	726140	945310	795530	926020	760650	869280	775120	932400	886850	929110	801740	895470	850870	998480	1066260	931330	778710	917170	818610	794790	765470	740840
826170	814910	834150	751960	881390	809410	826010	820340	833960	850080	787560	835650	764220	798070	807500	805930	756850	628610	745470	265750	789860	30060	842640	788500
814500	818000	835790	769010	828060	803220	774790	837590	856000	819810	788120	817130	738490	799900	785660	887450	812820	787620	751180	573110	754540	302760	762790	825460
703510	840540	824430	878490	819340	773210	1015190	863210	778320	858040	791310	782970	846450	342830	926480	229650	885820	210200	844860	206320	741720	222430	915140	901570
851970	791030	730540	780720	762970	997440	815560	840010	839880	800010	749650	825490	830300	854070	776220	985100	852900	689700	780840	159710	727320	96530	803900	750670
798510	745970	626340	807560	762300	716520	1159410	921760	766570	697820	1114720	788910	770070	804360	726250	808030	893430	842340	742330	958500	756400	798260	729230	807780
766310	693300	726160	748910	703550	767480	681780	738830	765700	768680	705880	818430	780800	958670	817550	759190	926320	703020	756290	760200	821490	1085090	789060	768940
774330	679550	736380	897880	759880	857710	694580	838290	695910	847250	715010	882970	837180	954470	738410	889030	777610	905750	714600	850870	779040	849750	790700	790440
723000	754910	704430	770170	729360	724990	708800	733380	687940	801490	734150	788950	722910	763800	730800	711490	788310	662020	772000	309340	913580	14900	730120	736880
712590	786800	760180	715530	671120	798410	794700	769600	752520	816930	772930	797220	765710	795390	799510	754620	837380	680530	795720	457840	767930	190170	802890	780900
867310	688120	812220	700140	792560	768690	848370	793570	784700	746180	747950	691790	767740	864400	831740	782130	746110	766910	738020	834930	782140	768120	748350	837890
